Subject,Trial,Block,Orientation,Luminance,SOA,RT,Error
17,142,5,absent,present,0.15,317.596,-1.7474
17,144,5,absent,present,0,191.998,10.6101
17,148,5,present,present,0.15,242.395,7.2523
17,149,5,present,absent,-0.05,242.381,-1.9117
17,150,5,present,present,-0.05,194.4,-4.0549
17,151,5,present,absent,0.05,240.797,-0.7529
17,152,5,present,present,0.15,330.389,2.004
17,153,5,absent,absent,0.05,236.796,1.9886
17,154,5,present,present,0.05,338.397,-0.0527
17,155,5,absent,present,-0.05,218.396,-0.9007
17,156,5,present,present,0,188.795,8.7926
17,157,5,absent,absent,0,208.793,2.7669
17,158,5,absent,present,0,332.796,1.0865
17,159,5,present,present,0.15,239.993,-3.6666
17,160,5,present,present,0.15,299.192,1.9153
17,161,5,absent,absent,0.05,227.196,2.5977
17,162,5,absent,present,0.05,275.996,-0.2302
17,163,5,absent,absent,-0.05,243.994,-0.4451
17,164,5,absent,present,-0.15,243.198,1.1071
17,167,5,present,present,-0.05,219.198,0.8368
17,168,5,present,absent,0.05,231.998,-1.228
17,169,5,absent,present,0.05,238.395,-2.4514
17,170,5,absent,absent,0.05,287.991,0.0869
17,171,5,absent,absent,0.05,223.999,4.1548
17,173,5,absent,absent,-0.15,220.8,2.8962
17,174,5,present,present,-0.05,240.801,3.6396
17,175,5,present,absent,-0.15,227.987,0.4185
17,176,5,present,present,0.15,268.796,-1.8645
17,178,5,absent,absent,0.05,296.791,0.0583
17,179,5,present,present,-0.05,411.194,3.0902
17,180,5,present,present,-0.15,267.196,7.6983
18,1,1,present,absent,0,343.193,-2.4844
18,6,1,present,absent,0.05,314.395,2.1911
18,7,1,present,absent,0.05,517.587,-2.1426
18,8,1,absent,present,0.05,419.179,-0.0453
18,9,1,absent,present,0,354.391,-0.0916
18,10,1,absent,present,-0.15,317.591,-1.8323
18,11,1,present,absent,-0.05,372.788,-0.4011
18,12,1,present,absent,0,375.191,-0.3308
18,13,1,absent,present,0.15,351.991,-0.7591
18,14,1,absent,present,0.15,507.189,1.1113
18,15,1,absent,absent,-0.15,327.993,2.0473
18,18,1,absent,absent,0.05,539.988,-2.0826
18,19,1,present,absent,-0.05,307.993,1.3819
18,20,1,present,present,0,393.589,-2.5529
18,21,1,absent,present,0,363.19,-0.4477
18,22,1,present,present,0.05,395.191,5.5147
18,23,1,present,present,0.05,315.196,-3.931
18,24,1,absent,present,0.05,378.396,5.7301
18,25,1,present,present,-0.05,338.395,1.0228
18,26,1,absent,absent,0,319.998,-2.5362
18,27,1,present,present,0.05,433.578,2.3439
18,28,1,absent,present,-0.05,311.994,2.0376
18,29,1,absent,present,0.15,328.794,1.5471
18,30,1,absent,absent,0,427.194,-0.4346
18,31,1,absent,absent,0.15,386.398,3.7924
18,32,1,absent,present,0.05,361.594,0.3113
18,33,1,absent,present,-0.05,386.392,-0.7233
18,34,1,absent,absent,0.05,448.806,-0.832
18,35,1,present,present,-0.15,359.996,0.0779
18,36,1,absent,absent,0,331.195,-1.025
18,37,1,absent,present,-0.05,420.791,3.0528
18,38,1,present,absent,0,331.19,3.0626
18,39,1,present,absent,-0.05,363.997,-1.5543
18,41,1,absent,absent,0.15,234.396,-5.4054
18,42,1,absent,absent,0.05,235.987,-2.2879
18,43,1,absent,absent,0,346.396,1.2141
18,44,1,present,present,0.15,311.198,2.3879
18,45,1,present,absent,-0.05,340.794,3.2079
18,46,1,absent,present,-0.05,341.593,-0.1935
18,48,1,present,absent,0.05,349.599,1.8117
18,49,1,present,absent,0.15,307.993,5.7483
18,50,1,present,present,-0.15,355.191,1.0836
18,52,1,absent,present,0.05,407.19,3.0495
18,53,1,absent,present,0,334.396,-1.412
18,54,1,present,present,-0.05,283.992,3.7191
18,55,1,present,absent,0.05,317.592,-0.3729
18,57,1,absent,absent,-0.15,378.39,-2.4192
18,58,1,absent,present,0.15,339.992,-1.2013
18,59,1,absent,absent,0,344.796,-0.3139
18,60,1,present,absent,0,366.391,-0.7624
18,61,1,absent,absent,0.15,316.785,-0.5537
18,62,1,present,present,-0.05,285.592,0.537
18,66,1,present,absent,0,336.789,0.8531
18,67,1,present,absent,0.05,440.791,-0.6297
18,68,1,present,present,-0.05,423.19,-3.277
18,69,1,present,present,0,303.189,0.7245
18,70,1,present,present,-0.05,306.399,-1.346
18,71,1,absent,present,-0.05,303.995,1.7485
18,73,1,absent,absent,0,273.597,3.5511
18,74,1,present,absent,-0.15,257.597,2.5111
18,75,1,present,absent,0.15,379.996,-3.1997
18,76,1,absent,absent,0,355.995,0.8473
18,80,1,absent,absent,-0.15,297.593,-0.4254
18,81,1,present,absent,-0.05,282.398,3.8084
18,83,1,present,absent,-0.15,344.789,-0.5626
18,84,1,absent,present,-0.05,346.395,-0.9769
18,85,1,absent,present,0.15,298.39,-4.2053
18,86,1,absent,present,0.05,348.784,-1.0532
18,87,1,present,absent,0.05,319.188,0.9293
18,88,1,absent,present,0,254.398,2.2957
18,90,1,present,present,0.05,379.995,4.4781
18,91,1,absent,absent,-0.15,280,-2.1131
18,92,1,absent,present,-0.15,346.396,0.6442
18,93,1,absent,present,-0.05,339.992,0.8151
18,94,1,present,absent,0.15,282.395,-4.131
18,95,1,absent,absent,0.15,324.792,3.5545
18,96,1,absent,present,0.05,273.594,5.066
18,97,1,absent,present,-0.05,279.994,-2.4797
18,98,1,absent,absent,0,374.388,-4.4898
18,99,1,absent,present,0.15,322.397,-0.9422
18,102,1,absent,present,0.05,308.79,-0.1563
18,103,1,present,present,-0.05,368.791,-2.3853
18,104,1,present,present,-0.05,296.792,-5.4143
18,105,1,present,absent,0,437.591,0.5878
18,106,1,absent,present,0.05,294.395,2.1138
18,107,1,absent,absent,-0.15,251.192,-2.8703
18,108,1,absent,present,-0.15,359.197,-4.6467
18,109,1,present,present,0.05,284.794,-1.2801
18,110,1,present,present,-0.05,351.194,2.8578
18,111,1,absent,absent,0.05,473.592,1.7019
18,112,1,present,absent,0,338.399,4.4163
18,113,1,present,present,0.05,426.395,1.5876
18,114,1,absent,absent,0,285.589,3.6925
18,115,1,present,absent,0,409.586,1.1749
18,116,1,present,present,0.15,295.993,-1.8778
18,117,1,present,present,-0.15,309.595,-3.6639
18,118,1,absent,present,0,374.392,0.5759
18,119,1,present,present,-0.05,410.393,-4.4989
18,121,1,present,absent,0,301.591,1.7716
18,122,1,absent,absent,0.05,271.197,3.0997
18,124,1,absent,absent,0.15,286.391,0.5588
18,125,1,absent,absent,-0.05,190.398,-2.2045
18,126,1,absent,present,0.15,191.189,-0.0719
18,127,1,present,present,-0.15,218.395,5.0765
18,128,1,absent,absent,0.15,367.196,-3.8189
18,129,1,present,absent,0.05,277.591,-5.9324
18,132,1,present,present,0,343.996,-1.9808
18,133,1,absent,absent,0.05,256.795,-4.1243
18,134,1,absent,absent,-0.05,332.797,2.3049
18,135,1,absent,present,0.05,459.987,-0.0539
18,136,1,absent,absent,-0.05,430.391,-0.2009
18,137,1,present,absent,0,282.392,-2.591
18,138,1,present,absent,0.15,307.193,7.1984
18,139,1,absent,absent,-0.05,365.59,-2.0452
18,140,1,absent,absent,-0.15,380.792,1.8613
18,141,1,present,absent,0.05,262.397,1.9283
18,142,1,present,absent,-0.15,336.803,1.9203
18,143,1,absent,present,-0.15,367.992,3.9538
18,144,1,present,absent,-0.15,360.798,0.2547
18,145,1,absent,present,0.05,380.793,3.2002
18,146,1,present,absent,0,365.591,-0.7333
18,147,1,absent,absent,0.15,259.193,2.0615
18,148,1,present,present,-0.15,298.395,0.4919
18,150,1,present,absent,-0.05,82.397,-0.4027
18,151,1,absent,present,0.05,207.996,-0.8926
18,154,1,present,absent,-0.15,308.789,-0.7575
18,155,1,present,present,-0.05,187.994,6.1462
18,156,1,absent,present,-0.15,426.397,3.735
18,157,1,absent,present,0.05,423.987,-5.0739
18,158,1,present,absent,0,382.391,1.5559
18,159,1,present,absent,0.15,299.196,-0.3236
18,160,1,absent,present,0.05,370.39,0.6646
18,162,1,absent,present,0.05,426.39,-0.5793
18,163,1,absent,absent,0.15,351.988,-4.6721
18,164,1,present,absent,0.05,277.594,3.6467
18,165,1,absent,present,0.05,430.391,-1.676
18,166,1,absent,present,-0.15,308.794,0.3671
18,167,1,present,absent,0.05,266.395,-1.8942
18,168,1,present,present,0,467.191,0.1539
18,169,1,present,present,-0.05,339.192,-2.8155
18,170,1,present,present,-0.05,392.787,-1.4022
18,171,1,present,absent,0.05,403.192,-6.0485
18,172,1,absent,present,-0.15,369.588,6.4112
18,173,1,present,absent,0.05,278.39,-2.1367
18,174,1,present,present,0.05,351.99,2.2509
18,175,1,present,absent,-0.05,405.591,0.4751
18,176,1,absent,absent,0.15,337.597,-0.9721
18,177,1,present,present,0,329.593,-1.9002
18,178,1,present,absent,-0.15,195.997,0.286
18,179,1,present,present,0,408.795,3.9922
18,180,1,present,absent,-0.05,250.397,-1.0123
18,1,2,present,absent,0.05,400.799,-3.9297
18,2,2,absent,present,-0.05,329.591,-1.9298
18,3,2,present,absent,-0.05,279.996,3.7676
18,4,2,present,present,-0.15,294.393,-3.8084
18,5,2,present,present,0.05,448.778,-4.794
18,6,2,present,present,0.05,397.594,4.1899
18,7,2,absent,absent,-0.15,360.793,-1.1127
18,8,2,absent,absent,0,335.196,-7.548
18,9,2,present,absent,0,322.391,-0.9217
18,10,2,absent,present,0.15,351.189,6.2046
18,11,2,absent,absent,0.05,478.387,4.9588
18,12,2,absent,present,-0.15,308.795,-3.5218
18,13,2,absent,absent,0.05,476.791,-2.5095
18,14,2,present,absent,0.05,448.8,-4.2949
18,15,2,absent,absent,0.05,362.393,-3.5918
18,16,2,absent,present,-0.05,253.594,1.7728
18,17,2,absent,present,0.15,523.989,-5.9801
18,18,2,absent,present,-0.05,393.596,-1.0863
18,19,2,present,absent,-0.15,385.593,3.7061
18,20,2,absent,absent,-0.05,378.395,-0.0017
18,23,2,absent,absent,-0.05,327.995,-0.7981
18,24,2,present,present,0.05,489.586,-0.3841
18,26,2,absent,present,0,352.793,-0.5555
18,27,2,present,present,0.15,543.985,-0.7331
18,28,2,absent,present,0.05,338.393,-1.4448
18,29,2,present,absent,0.15,391.993,3.506
18,30,2,present,present,0,447.19,-0.9619
18,31,2,absent,absent,0.15,495.982,5.6916
18,32,2,present,present,-0.15,319.197,-1.5705
18,33,2,present,present,-0.15,264.791,-6.9536
18,34,2,present,present,0.15,314.39,-1.0772
18,35,2,absent,absent,0.15,519.189,-2.2404
18,36,2,absent,absent,0.05,418.393,-1.6016
18,37,2,present,present,0.05,347.989,6.1999
18,38,2,absent,present,-0.05,311.196,1.875
18,39,2,absent,present,0,427.19,-3.7261
18,40,2,present,absent,0,460.792,5.8323
18,43,2,absent,present,0.15,562.39,1.3123
18,44,2,present,present,0.15,325.592,-1.5077
18,45,2,absent,absent,0,320.796,-0.2988
18,46,2,absent,absent,0.05,424.791,0.0657
18,47,2,present,present,-0.05,303.18,0.1518
18,48,2,present,absent,0.15,330.393,0.0198
18,49,2,present,present,0.05,476.795,-4.1446
18,50,2,absent,absent,-0.15,383.992,-2.4434
18,52,2,absent,present,0,353.592,0.9938
18,53,2,present,absent,0,334.395,2.8468
18,55,2,present,absent,-0.15,336.789,-1.1026
18,56,2,present,absent,-0.05,359.198,-1.2113
18,57,2,absent,absent,-0.15,289.593,1.472
18,58,2,present,absent,0.15,291.191,1.8261
18,59,2,absent,absent,-0.15,442.391,1.4331
18,60,2,present,present,-0.15,381.591,5.0265
18,61,2,absent,absent,-0.05,353.597,6.3089
18,62,2,absent,absent,0.15,335.992,-4.9788
18,63,2,absent,present,-0.05,359.991,-1.6368
18,64,2,absent,absent,-0.05,318.395,1.699
18,65,2,present,present,0.15,481.591,-2.167
18,66,2,present,present,0.15,359.991,-0.1334
18,67,2,present,absent,0,347.193,-2.5451
18,68,2,absent,absent,-0.05,375.192,1.965
18,69,2,present,present,-0.05,416.79,-2.9721
18,70,2,absent,present,-0.05,335.198,0.4521
18,71,2,absent,present,0,454.391,-5.6212
18,72,2,present,absent,-0.05,408.791,0.4703
18,73,2,absent,absent,-0.15,347.192,2.2433
18,74,2,present,present,0,397.594,2.5397
18,75,2,absent,present,0.15,311.988,5.3189
18,77,2,present,present,0.05,248.794,0.495
18,78,2,absent,present,-0.05,293.594,-1.2832
18,79,2,absent,absent,0.15,308.793,0.5894
18,80,2,absent,absent,-0.15,359.99,-3.6283
18,81,2,absent,absent,-0.15,308.789,5.7642
18,82,2,present,present,-0.05,409.599,2.8537
18,83,2,absent,present,0,363.994,1.7487
18,84,2,present,present,-0.15,315.995,4.1243
18,85,2,absent,present,0.15,460.78,-3.9062
18,86,2,absent,present,0.15,350.388,5.961
18,87,2,present,present,-0.15,353.598,1.2883
18,88,2,present,absent,0.15,368.79,3.8026
18,89,2,present,present,0.05,385.611,-2.0385
18,90,2,absent,absent,0.05,394.389,-2.21
18,91,2,absent,present,-0.05,337.596,0.4133
18,92,2,absent,absent,0.15,443.199,-1.8131
18,93,2,absent,present,0.05,407.19,-6.3875
18,94,2,absent,absent,0.05,423.189,0.7058
18,95,2,present,absent,0.05,399.995,-4.8882
18,96,2,present,absent,0.15,340.793,1.869
18,97,2,present,present,-0.15,367.99,0.311
18,99,2,absent,absent,0,360.792,-1.8094
18,100,2,present,present,-0.15,335.194,-0.9899
18,101,2,absent,present,0.15,423.99,4.2138
18,102,2,present,absent,-0.05,336.792,3.0507
18,103,2,present,present,0,449.593,2.1608
18,104,2,present,present,0.05,250.39,-5.4242
18,105,2,absent,present,0,427.194,1.6518
18,106,2,present,absent,-0.05,391.99,-0.8447
18,108,2,absent,absent,-0.15,399.994,3.1526
18,110,2,present,absent,0.15,371.994,-5.9023
18,112,2,present,absent,0,359.997,-1.9607
18,113,2,present,present,0.15,436.789,4.9105
18,116,2,absent,present,0.15,467.19,-6.8279
18,117,2,present,absent,-0.15,304.794,-6.8442
18,118,2,present,present,-0.15,363.187,-3.8961
18,119,2,absent,present,0.05,490.386,-4.9572
18,120,2,absent,present,-0.05,277.595,3.2779
18,121,2,present,present,-0.15,368.791,-4.9901
18,122,2,present,present,0.15,492.792,-0.8887
18,123,2,absent,present,0.15,326.396,-3.8283
18,124,2,present,present,0.15,507.19,-0.3465
18,125,2,present,absent,-0.05,399.186,1.166
18,126,2,present,present,-0.15,332.796,2.9173
18,127,2,present,present,0.05,366.391,8.5348
18,128,2,present,present,-0.05,405.606,0.196
18,129,2,absent,present,0,356.798,5.5493
18,130,2,present,present,0,395.196,-1.7774
18,131,2,absent,present,0.15,455.989,1.6217
18,132,2,absent,absent,0.15,481.595,2.2333
18,133,2,present,absent,-0.05,379.994,5.9651
18,134,2,present,absent,-0.15,340.799,3.1995
18,135,2,absent,absent,-0.05,392.793,-1.3883
18,137,2,present,absent,0,323.196,-5.0287
18,138,2,present,absent,0.05,307.991,4.4892
18,139,2,present,present,0,279.192,-6.9055
18,140,2,present,present,0.15,347.191,7.2532
18,141,2,present,absent,-0.15,322.395,7.0897
18,142,2,present,present,0.05,313.587,0.2387
18,144,2,absent,present,0.15,391.191,-2.2389
18,145,2,absent,present,-0.15,455.185,-0.4983
18,147,2,absent,absent,-0.05,397.595,-1.4309
18,148,2,absent,absent,0.15,431.994,-4.4885
18,149,2,absent,absent,0.15,371.993,1.9773
18,150,2,absent,present,0.15,343.194,4.5533
18,151,2,present,absent,-0.05,381.591,-1.2175
18,152,2,present,absent,0.05,275.193,9.7114
18,153,2,present,present,0.05,375.195,-5.2507
18,154,2,present,absent,0,258.392,-3.3487
18,156,2,absent,absent,0.15,337.592,-0.4226
18,157,2,absent,absent,0,383.992,-0.57
18,159,2,present,absent,-0.15,251.994,2.1123
18,160,2,absent,present,-0.15,352.792,1.9965
18,161,2,present,present,-0.05,320.797,-1.1666
18,162,2,absent,absent,0.15,286.397,8.1221
18,163,2,absent,present,-0.15,328.795,-2.0933
18,164,2,absent,absent,0,275.996,8.3904
18,165,2,absent,absent,0.15,367.998,-4.5911
18,166,2,absent,absent,0.15,313.593,-5.8082
18,167,2,absent,absent,0.05,336.796,-4.6843
18,168,2,present,present,0.15,371.993,-3.5683
18,169,2,present,present,-0.15,299.194,4.9827
18,170,2,present,absent,0,377.584,1.6265
18,171,2,absent,present,-0.15,358.397,3.223
18,172,2,present,present,0.05,180.797,1.2653
18,173,2,present,present,0,411.191,-8.347
18,174,2,present,present,0,259.198,-4.2934
18,175,2,absent,present,0.05,387.992,1.8881
18,176,2,present,present,0.05,215.198,3.5028
18,178,2,absent,present,0.15,256.785,-1.1475
18,179,2,present,absent,-0.05,252.793,-6.632
18,180,2,present,absent,0.15,263.19,1.1616
18,2,3,present,present,0,359.993,0.0543
18,3,3,absent,present,0.05,332.788,-7.7071
18,4,3,absent,absent,-0.05,266.393,-1.7909
18,5,3,absent,present,0,343.183,0.4548
18,7,3,present,present,0.15,363.193,3.3971
18,8,3,present,present,0.15,318.392,1.5257
18,9,3,present,absent,0.05,465.583,0.2396
18,10,3,absent,absent,-0.05,466.398,3.6924
18,11,3,absent,absent,-0.15,504.79,-1.0756
18,12,3,present,absent,-0.05,362.393,-3.0801
18,13,3,absent,present,-0.05,391.192,4.9891
18,14,3,present,absent,0.05,427.189,-6.0881
18,15,3,absent,absent,-0.05,365.592,1.666
18,16,3,present,absent,0.15,306.393,1.0651
18,17,3,present,absent,0,455.993,6.3965
18,19,3,present,absent,0.05,348.793,-4.9516
18,20,3,absent,present,-0.15,414.377,1.3216
18,21,3,present,absent,-0.15,396.004,-2.0651
18,22,3,present,absent,0.05,461.577,-3.8345
18,23,3,absent,absent,-0.05,438.404,2.5351
18,24,3,present,absent,0.15,376.795,-6.9823
18,26,3,present,absent,-0.15,392.789,-1.1498
18,27,3,absent,present,-0.05,355.99,1.1564
18,28,3,absent,absent,-0.15,306.394,1.0577
18,29,3,absent,absent,0.15,352.79,0.9606
18,31,3,absent,present,-0.15,411.191,-3.7356
18,32,3,absent,present,0,411.991,-0.9225
18,33,3,absent,present,0.15,353.593,2.5988
18,34,3,absent,absent,-0.05,351.192,0.7764
18,36,3,absent,present,-0.05,390.393,-2.4561
18,37,3,absent,present,-0.15,375.993,-1.5965
18,38,3,absent,absent,-0.15,379.99,-0.7626
18,39,3,present,present,-0.05,353.596,-2.0848
18,40,3,present,present,0.15,339.988,2.3394
18,41,3,present,absent,-0.15,392.778,-1.547
18,42,3,absent,absent,0,344.789,-4.2293
18,43,3,absent,absent,-0.05,307.186,-4.3858
18,44,3,present,present,0.15,381.6,-2.345
18,45,3,absent,absent,-0.15,316.797,-6.379
18,46,3,absent,absent,-0.05,292.791,4.7742
18,47,3,absent,absent,-0.15,351.996,2.8508
18,48,3,present,present,0.05,347.994,0.7024
18,49,3,absent,present,-0.15,368.795,3.3981
18,50,3,present,absent,0.05,383.997,-0.2082
18,51,3,present,present,0.05,397.594,0.2609
18,53,3,present,present,0,329.592,-0.3433
18,54,3,present,present,0,291.993,2.9936
18,55,3,present,present,0,370.392,0.2901
18,56,3,present,absent,0,224.01,1.2091
18,58,3,absent,present,-0.15,342.395,0.8057
18,59,3,absent,absent,-0.15,463.19,-2.201
18,60,3,absent,absent,0.05,451.19,-6.56
18,61,3,absent,absent,0,346.395,3.9215
18,62,3,present,present,0.05,426.391,-3.5918
18,63,3,absent,present,-0.15,311.195,2.7399
18,64,3,absent,present,-0.15,310.394,-1.2782
18,65,3,present,absent,-0.05,348.794,3.4525
18,66,3,present,absent,0.15,402.392,-2.5255
18,67,3,absent,absent,-0.15,423.191,6.4907
18,68,3,absent,absent,0,357.591,-4.7554
18,69,3,absent,present,0,369.591,-2.1253
18,70,3,present,present,0,413.589,-6.0278
18,72,3,absent,present,-0.15,243.197,-5.466
18,73,3,present,present,0,359.192,-0.8096
18,74,3,present,absent,-0.15,400.79,4.0592
18,75,3,present,present,0.05,341.589,0.5554
18,76,3,absent,absent,0.05,391.995,-2.8122
18,77,3,absent,present,0.05,451.201,-2.0038
18,79,3,absent,present,0.05,367.992,-2.2429
18,80,3,absent,present,0,343.988,-3.2941
18,81,3,absent,absent,0.15,401.59,1.1881
18,82,3,absent,present,0.15,299.199,3.5847
18,83,3,absent,present,-0.05,307.996,1.4462
18,85,3,absent,present,0.05,369.59,-0.3581
18,86,3,absent,present,-0.15,345.591,1.1162
18,87,3,present,present,-0.05,371.191,-1.165
18,89,3,present,absent,-0.05,351.996,3.2893
18,90,3,absent,present,0.05,446.391,-0.2466
18,91,3,absent,present,0,440.788,-0.7714
18,92,3,present,present,0.05,316.787,5.2625
18,93,3,present,absent,-0.15,372.797,-0.8906
18,94,3,absent,present,0.05,419.992,0.8232
18,95,3,absent,present,0,338.396,-1.3118
18,97,3,absent,present,-0.05,347.196,1.2031
18,98,3,present,present,0.05,487.193,-0.377
18,99,3,present,absent,-0.05,351.988,4.0443
18,100,3,present,absent,0.05,400.789,-3.0658
18,101,3,absent,absent,0.05,327.991,1.9896
18,102,3,present,present,-0.15,349.59,2.7305
18,103,3,present,absent,0.15,457.592,-5.3577
18,104,3,present,absent,-0.15,403.191,3.3189
18,105,3,present,absent,-0.15,368.79,1.1532
18,106,3,absent,present,0.05,419.992,-1.4249
18,107,3,present,absent,0,401.578,3.7637
18,109,3,present,absent,0.05,281.595,0.2967
18,110,3,present,absent,0.05,338.391,-2.5282
18,111,3,present,absent,0.15,323.997,0.1779
18,112,3,present,absent,0.15,337.596,0.3393
18,113,3,present,present,-0.05,270.397,-1.2194
18,114,3,absent,present,0.15,352.792,-0.3812
18,115,3,present,present,-0.15,260.013,5.46
18,116,3,absent,absent,0.05,290.39,4.7751
18,117,3,present,present,-0.15,339.193,4.847
18,118,3,absent,absent,0.15,308.791,3.7148
18,119,3,absent,absent,0,322.389,-1.3094
18,120,3,absent,present,-0.15,391.992,-3.6899
18,121,3,present,absent,0.15,327.191,0.4787
18,122,3,present,present,0.15,387.19,-0.0058
18,123,3,absent,present,0.05,381.593,0.4052
18,124,3,present,present,0,263.193,4.4864
18,125,3,absent,absent,-0.05,257.584,-1.1785
18,126,3,present,present,0,291.195,4.628
18,127,3,absent,absent,0.05,364.797,-2.3745
18,128,3,present,absent,0.15,335.191,-1.4262
18,129,3,absent,present,-0.05,203.197,-6.8301
18,130,3,present,absent,-0.05,231.979,-1.3454
18,131,3,present,present,0.15,393.587,-4.459
18,132,3,absent,present,-0.15,307.995,-1.6164
18,133,3,present,present,0.15,333.59,-5.8879
18,134,3,present,present,0.15,335.999,0.5609
18,135,3,present,present,0.15,310.391,1.7018
18,137,3,present,absent,0.15,329.598,-2.1004
18,138,3,absent,absent,0.15,301.597,-2.1966
18,140,3,absent,absent,0.05,378.388,-6.9392
18,141,3,present,absent,0,399.988,2.0044
18,142,3,present,present,0.15,472.792,-0.6112
18,143,3,present,absent,-0.05,351.991,0.1129
18,144,3,absent,absent,0,386.394,6.8955
18,145,3,absent,absent,0,415.192,-0.533
18,146,3,present,present,0,364.789,-3.8227
18,147,3,present,absent,-0.15,285.594,-1.504
18,148,3,present,present,-0.15,357.595,3.4594
18,149,3,present,absent,0.05,387.195,-0.3199
18,150,3,absent,absent,-0.15,288.795,1.3758
18,151,3,present,absent,0.15,311.198,-5.1064
18,152,3,absent,absent,-0.15,180.793,2.1098
18,154,3,absent,present,-0.05,239.99,-4.6928
18,155,3,absent,absent,0.15,306.385,0.3436
18,156,3,present,present,0.15,321.596,1.1827
18,157,3,absent,absent,-0.15,359.995,-1.274
18,158,3,absent,absent,-0.05,248.789,-1.0805
18,161,3,present,present,0.05,347.993,-0.9805
18,162,3,absent,absent,0.15,398.388,0.9456
18,163,3,absent,present,-0.05,395.192,-0.5209
18,164,3,absent,absent,0.15,163.997,1.684
18,166,3,present,present,0.15,327.191,2.6938
18,167,3,absent,absent,0.05,326.394,4.6321
18,168,3,absent,absent,-0.05,368.789,-4.9127
18,169,3,absent,absent,0.15,322.393,3.7654
18,170,3,absent,absent,0.15,280.793,2.2896
18,171,3,absent,present,0.15,302.398,1.8024
18,172,3,present,absent,0.05,279.994,2.3169
18,173,3,absent,present,-0.05,151.998,0.5085
18,174,3,absent,absent,0.05,342.39,7.0239
18,176,3,present,absent,0.15,268.798,3.2175
18,177,3,absent,present,0,240.786,7.2732
18,178,3,absent,present,-0.15,264,8.8637
18,179,3,present,absent,0.05,327.196,4.4385
18,180,3,absent,present,0,331.99,-4.1139
18,1,4,present,present,0,258.392,-2.2038
18,2,4,present,present,-0.05,317.593,-4.0291
18,3,4,present,present,0,291.992,17.8861
18,4,4,present,absent,0.15,295.192,-2.2434
18,6,4,absent,present,-0.05,356.791,-4.1205
18,7,4,absent,absent,-0.05,360.794,3.8263
18,10,4,present,present,-0.05,363.192,3.5573
18,11,4,absent,present,-0.15,304.792,0.2552
18,12,4,absent,absent,0,358.392,1.5911
18,13,4,absent,present,0.15,336.786,1.7975
18,14,4,present,absent,-0.15,376.789,-3.9904
18,16,4,present,present,-0.15,351.189,2.4054
18,17,4,absent,absent,0.05,375.192,-6.5808
18,18,4,absent,absent,0,420.789,-1.3016
18,19,4,absent,absent,0,407.188,-0.4048
18,20,4,absent,present,-0.15,302.378,3.8539
18,21,4,present,absent,0,408.791,-0.8628
18,22,4,absent,present,0.05,343.191,3.0233
18,23,4,absent,present,0.15,399.194,-0.337
18,24,4,absent,absent,0.15,467.988,1.5202
18,25,4,absent,absent,-0.15,451.99,-0.7113
18,26,4,absent,absent,0,387.991,-0.6147
18,27,4,absent,absent,0.15,364.793,-3.9037
18,28,4,present,absent,-0.05,264.791,-2.6671
18,29,4,absent,absent,-0.15,359.994,-4.4721
18,30,4,absent,absent,-0.05,380.794,1.4624
18,31,4,present,absent,-0.15,337.591,-0.0849
18,33,4,absent,present,-0.15,271.989,4.541
18,34,4,present,absent,0,384.794,1.2327
18,35,4,absent,absent,-0.15,418.392,2.5822
18,36,4,absent,present,0,375.992,5.5083
18,37,4,absent,present,-0.15,400.788,-3.7473
18,39,4,present,absent,0.15,514.388,4.2548
18,40,4,absent,absent,-0.05,356.803,5.1667
18,41,4,present,absent,0.05,376.791,3.572
18,42,4,absent,present,-0.15,391.191,-0.5372
18,44,4,absent,present,0,439.987,-2.9878
18,45,4,present,absent,0.05,379.192,-0.0325
18,46,4,absent,absent,-0.15,342.397,1.5055
18,47,4,present,present,0.05,387.994,-0.5405
18,48,4,present,absent,-0.05,431.176,-0.8387
18,49,4,present,present,0,437.589,-3.8837
18,50,4,present,present,-0.15,364.79,-3.6153
18,51,4,present,absent,0,369.594,1.2393
18,52,4,present,present,0,324.792,-0.816
18,53,4,absent,present,0.15,475.191,-2.9329
18,54,4,present,present,0,353.593,0.9302
18,56,4,present,absent,0,460.791,5.3119
18,57,4,absent,present,0,411.193,2.996
18,58,4,present,absent,0,351.193,-0.5259
18,59,4,present,absent,0,425.579,-0.2496
18,60,4,present,present,-0.15,380.794,-2.1933
18,61,4,absent,present,-0.05,369.595,2.6277
18,62,4,absent,present,0,363.192,2.6443
18,63,4,absent,present,0.15,342.397,2.9234
18,64,4,present,absent,0.05,470.39,-1.3922
18,65,4,absent,present,-0.15,295.198,-0.767
18,67,4,absent,present,0.05,383.19,0.6118
18,68,4,present,present,0,349.593,1.4101
18,69,4,present,absent,0.05,309.591,3.0677
18,71,4,present,present,0.05,352.796,1.3591
18,72,4,present,absent,-0.15,391.99,5.0865
18,74,4,present,present,0.15,331.997,0.3114
18,75,4,absent,present,-0.05,427.19,-3.0053
18,76,4,absent,absent,-0.05,395.991,-2.4872
18,77,4,present,absent,0.15,468.003,-1.463
18,78,4,present,present,0.15,402.392,6.0034
18,79,4,present,present,0.05,267.196,1.9845
18,80,4,absent,present,0.05,247.996,1.0076
18,81,4,present,present,-0.15,237.592,0.7411
18,83,4,absent,absent,0.05,359.189,-3.1105
